Time [s];Velocity [km/h]]];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Heating Power LIN [W];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Heater Voltage [V];Heater Current [A];Ambient Temperature [°C];Ambient Temperature Sensor [°C];Coolant Temperature Heatercore [°C];Requested Coolant Temperature [°C];Coolant Temperature Inlet [°C];Coolant Volume Flow +500 [l/h];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C];Temperature Coolant Heater Inlet [°C];Temperature Coolant Heater Outlet [°C];Temperature Heat Exchanger Outlet [°C];Temperature Defrost lateral left [°C];Temperature Defrost lateral right [°C];Temperature Defrost central [°C];Temperature Defrost central left [°C];Temperature Defrost central right [°C];Temperature Footweel Driver [°C];Temperature Footweel Co-Driver [°C];Temperature Feetvent Co-Driver [°C];Temperature Feetvent Driver [°C];Temperature Head Co-Driver [°C];Temperature Head Driver [°C];Temperature Vent right [°C] ;Temperature Vent central right [°C];Temperature Vent central left [°C];Temperature Vent right [°C]
1537.9;48.96;476.73;14.89;-10.13;-0.44;0;368.79;9.85;3;3;49.2;55;8;88;0.04;0;0;0;1;371.47;0;-0.5;-0.04;47;85;47;-0.15;20;22;45.7;46.93;45.97;25.89;25.01;15.15;16.46;16.02;3.19;2.93;8.78;7.28;15.59;17.06;29.81;31.65;32.61;30.34
1538;48.81;476.73;13.72;-14.63;-0.58;0;370.18;17.99;3;3;49.2;55;8;88;0.04;0;0;0;1;371.97;0;-0.5;-0.04;47;85;47;-0.15;20;22;45.7;46.92;45.96;25.89;25.02;15.15;16.46;16.02;3.19;2.92;8.76;7.27;15.6;17.04;29.82;31.65;32.6;30.34
1538.1;48.59;476.73;13.7;-23.31;-0.64;0;371.58;26.19;3;3;49.2;55;8;88;0.04;0;0;0;1;373.86;0;-0.5;-0.04;47;85;47;-0.15;20;21.98;45.7;46.92;45.96;25.89;25.03;15.15;16.46;16.02;3.19;2.91;8.73;7.25;15.61;17.02;29.83;31.65;32.59;30.34
1538.2;48.43;476.72;14.03;-33;-0.7;0;372.98;33.06;3;3;49.2;55;8;88;0.04;0;0;0;1;375.86;0;-0.5;-0.04;47;85;47;-0.15;20;21.96;45.7;46.92;45.96;25.89;25.04;15.15;16.46;16.02;3.19;2.91;8.71;7.23;15.62;17.01;29.84;31.65;32.58;30.34
1538.3;48;476.72;14.15;-40;-0.86;0;374.38;39.91;3;3;49.2;55;8;88;0.04;0;0;0;1;376.47;0;-0.5;-0.04;47;85;47;-0.15;20;21.95;45.7;46.92;45.96;25.89;25.04;15.15;16.46;16.02;3.19;2.9;8.68;7.21;15.63;16.99;29.85;31.65;32.57;30.34
1538.4;47.62;476.72;14.5;-39.68;-1.12;0;374.15;38.17;3;3;49.2;55;8;88;0;0;0;0;1;376.97;0;-0.5;-0.04;47;85;47;-0.15;20;21.93;45.7;46.92;45.96;25.89;25.05;15.15;16.46;16.02;3.19;2.89;8.65;7.2;15.63;16.97;29.85;31.65;32.56;30.34
1538.5;47.24;476.71;14.63;-37.63;-0.91;0;373.9;36.32;3;3;49.2;55;8;88;0;0;0;0;1;377;0;-0.5;-0.04;47;85;47;-0.15;20;21.91;45.7;46.92;45.96;25.89;25.06;15.15;16.46;16.02;3.19;2.88;8.63;7.18;15.64;16.95;29.86;31.65;32.56;30.34
1538.6;46.95;476.71;15.1;-37.06;-0.78;0;373.75;34.97;3;3;49.2;55;8;88;0;0;0;0;1;377;0;-0.5;-0.04;47;85;47;-0.15;20;21.9;45.7;46.92;45.96;25.89;25.07;15.15;16.46;16.02;3.19;2.87;8.6;7.16;15.65;16.94;29.87;31.65;32.55;30.34
1538.7;46.61;476.71;15.43;-36.94;-0.77;0;373.6;33.62;3;3;49.2;55;8;88;0;0;0;0;1;377;0;-0.5;-0.04;47;85;47;-0.15;20;21.88;45.7;46.92;45.96;25.89;25.08;15.15;16.46;16.02;3.19;2.86;8.58;7.14;15.66;16.92;29.88;31.65;32.54;30.34
1538.8;46.3;476.7;15.3;-35.44;-0.76;0;373.45;32.76;3;3;49.2;55;8;88;0;0;0;0;1;377;0;-0.5;-0.04;47;85;47;-0.15;20;21.86;45.7;46.92;45.96;25.89;25.09;15.15;16.46;16.02;3.19;2.85;8.55;7.13;15.67;16.9;29.89;31.65;32.53;30.34
1538.9;45.97;476.7;15.71;-35.44;-0.86;0;373.3;31.91;3;3;49.2;55;8;88;0;0;0;0;1;376.53;0;-0.5;-0.04;47;85;47;-0.15;20;21.85;45.7;46.92;45.96;25.89;25.1;15.15;16.45;16.02;3.19;2.85;8.52;7.12;15.67;16.9;29.9;31.65;32.52;30.34
1539;45.68;476.7;17.52;-34.56;-0.9;0;372.76;28.3;3;3;49.2;55;8;88;0;0;76.47;0;1;376.03;0;-0.5;-0.04;47;85;47;-0.15;20;21.84;45.7;46.92;45.96;25.9;25.09;15.15;16.44;16.02;3.19;2.83;8.5;7.13;15.66;16.91;29.89;31.64;32.52;30.34
1539.1;45.42;476.69;19.41;-29.56;-0.75;0;372.21;24.65;3;3;49.2;55;8;88;0;0;156.46;0;1;375.07;0;-0.5;-0.04;47;85;47;-0.15;20;21.84;45.69;46.9;45.95;25.91;25.08;15.15;16.44;16.02;3.19;2.81;8.49;7.14;15.65;16.92;29.88;31.63;32.52;30.34
1539.2;45.2;476.69;20.98;-22.69;-0.51;0;371.41;20.65;3;3;49.2;55;8;88;0;0;274.69;0;1;374.07;0;-0.5;-0.04;47;85;47;-0.15;20;21.84;45.68;46.88;45.94;25.92;25.08;15.15;16.43;16.02;3.19;2.79;8.47;7.15;15.64;16.93;29.88;31.62;32.52;30.34
1539.3;45.08;476.69;22.21;-19.13;-0.5;0;370.61;16.65;3;3;49.2;55;8;88;0;0;394.68;0;1;373.53;0;-0.5;-0.04;47;85;47;-0.15;20;21.84;45.67;46.87;45.93;25.93;25.07;15.15;16.42;16.02;3.19;2.78;8.45;7.16;15.63;16.94;29.87;31.61;32.52;30.34
1539.4;44.86;476.68;23.76;-17.94;-0.45;0;369.91;12.7;3;3;49.2;55;8;88;0;0;495.57;0;1;373.03;0;-0.5;-0.04;47;85;47;-0.15;20;21.84;45.66;46.85;45.92;25.93;25.06;15.15;16.41;16.02;3.19;2.76;8.43;7.17;15.62;16.94;29.86;31.6;32.52;30.34
1539.5;44.69;476.68;24.4;-13;-0.39;0;369.21;8.75;3;3;49.2;55;8;88;0;186.07;595.56;0;1;372.53;0.47;-0.5;-0.04;47;85;47;-0.15;20;21.84;45.65;46.83;45.92;25.94;25.05;15.15;16.4;16.02;3.19;2.74;8.42;7.18;15.62;16.95;29.85;31.6;32.52;30.34
1539.6;44.57;476.68;24.88;-12.06;-0.41;0;369;7.56;3;3;49.2;55;8;88;0;386.08;638.22;0;1;372.03;0.97;-0.5;-0.04;47;85;47;-0.15;20;21.84;45.65;46.81;45.91;25.95;25.04;15.15;16.39;16.02;3.19;2.73;8.4;7.19;15.61;16.96;29.84;31.59;32.52;30.34
1539.7;44.45;476.67;25.03;-10;-0.44;0;368.8;6.41;3;3;49.2;55;8;88;0;493.02;678.22;0;1;372;1.35;-0.5;-0.04;47;85;47;-0.15;20;21.84;45.64;46.8;45.9;25.96;25.03;15.15;16.38;16.02;3.19;2.71;8.38;7.19;15.6;16.97;29.83;31.58;32.52;30.34
1539.8;44.32;476.67;25.03;-9.62;-0.48;0;368.75;6.55;3;3;49.2;55;8;88;0;593;680;0;1;372;1.72;-0.5;-0.04;47;85;47;-0.15;20;21.84;45.63;46.78;45.89;25.97;25.02;15.15;16.38;16.02;3.19;2.69;8.36;7.2;15.59;16.98;29.82;31.57;32.52;30.34
1539.9;44.17;476.67;25.03;-10.13;-0.45;0;368.7;6.7;3;3;49.2;55;8;88;0;637.19;680;0;1;372;1.75;-0.5;-0.04;47;85;47;-0.15;20;21.84;45.62;46.76;45.88;25.96;25.01;15.15;16.37;16.02;3.19;2.67;8.35;7.21;15.59;16.97;29.82;31.56;32.52;30.34
1540;44.05;476.66;25.03;-10.5;-0.38;0;368.65;6.26;3;3;49.2;55;8;88;0;677.19;680;0;1;372;1.75;-0.5;-0.04;47;85;47;-0.15;20;21.84;45.61;46.75;45.87;25.94;25.02;15.14;16.37;16.02;3.18;2.66;8.33;7.22;15.59;16.95;29.81;31.56;32.52;30.34
1540.1;43.91;476.66;25.18;-9.69;-0.26;0;368.6;5.81;3;3;49.2;55;8;88;0;680;680;0;1;371.54;1.75;-0.5;-0.04;47;85;47;-0.15;20;21.84;45.61;46.73;45.86;25.93;25.03;15.13;16.37;16.02;3.17;2.65;8.31;7.23;15.59;16.94;29.81;31.57;32.52;30.34
1540.2;43.81;476.66;25.18;-9.5;-0.28;0;368.5;5.6;3;3;49.2;55;8;88;0;680;680;0;1;371.04;1.75;-0.5;-0.04;47;85;47;-0.15;20;21.84;45.61;46.71;45.85;25.91;25.04;15.13;16.37;16.02;3.16;2.64;8.29;7.24;15.59;16.92;29.81;31.58;32.52;30.34
1540.3;43.65;476.65;25.18;-9.5;-0.3;0;368.4;5.4;3;3;49.2;55;8;88;0;680;680;0;1;371;1.75;-0.5;-0.04;47;85;47;-0.16;20;21.84;45.61;46.69;45.85;25.89;25.04;15.12;16.37;16.02;3.15;2.64;8.28;7.25;15.59;16.9;29.81;31.59;32.52;30.34
1540.4;43.51;476.65;25.03;-9.06;-0.41;0;368.5;5.75;3;3;49.2;55;8;88;0.64;680;680;0;1;371;1.75;-0.5;-0.04;47;85;47;-0.17;20;21.84;45.61;46.68;45.84;25.87;25.05;15.11;16.37;16.02;3.14;2.63;8.26;7.26;15.59;16.88;29.81;31.6;32.52;30.34
1540.5;43.38;476.65;24.14;-10;-0.44;0;368.6;6.1;3;3;49.2;55;8;88;0.64;680;680;0;1;371.46;1.75;-0.5;-0.04;47;85;47;-0.17;20;21.84;45.61;46.66;45.83;25.86;25.06;15.1;16.37;16.02;3.13;2.62;8.24;7.26;15.59;16.87;29.81;31.61;32.52;30.34
1540.6;43.25;476.64;19.25;-11.06;-0.42;0;368.95;8.62;3;3;49.2;55;8;88;0.64;680;680;0;1;371.96;1.75;-0.5;-0.04;47;85;47;-0.18;20;21.84;45.61;46.64;45.82;25.84;25.07;15.09;16.37;16.02;3.13;2.61;8.22;7.27;15.59;16.85;29.81;31.62;32.52;30.34
1540.7;43.06;476.64;17.58;-14.44;-0.38;0;369.3;11.17;3;3;49.2;55;8;88;0.64;680;680;0;1;372.46;1.75;-0.5;-0.04;47;85;47;-0.19;20;21.84;45.61;46.62;45.81;25.82;25.08;15.08;16.37;16.02;3.12;2.6;8.21;7.28;15.59;16.83;29.81;31.63;32.52;30.34
1540.8;42.88;476.64;17.73;-18.88;-0.56;0;370.29;16.04;3;3;49.2;55;8;88;0.64;680;680;0;1;372.96;1.75;-0.5;-0.04;47;85;47;-0.2;20;21.84;45.61;46.61;45.8;25.81;25.09;15.07;16.37;16.02;3.11;2.59;8.19;7.29;15.59;16.82;29.81;31.63;32.52;30.34
1540.9;42.67;476.63;17.9;-25;-0.87;0;371.29;20.94;3;3;49.2;55;8;88;0.64;680;680;0;1;373.46;1.75;-0.5;-0.03;47;85;47;-0.2;20;21.84;45.61;46.59;45.79;25.8;25.1;15.06;16.38;16.02;3.11;2.58;8.17;7.3;15.59;16.81;29.81;31.64;32.52;30.34
1541;42.44;476.63;18.03;-28.88;-0.56;0;371.3;20.75;3;3;49.2;55;8;88;0.64;680;680;0;1;373.96;1.75;-0.5;-0.02;47;85;47;-0.21;20;21.85;45.61;46.57;45.79;25.8;25.09;15.07;16.39;16.02;3.12;2.57;8.15;7.32;15.6;16.81;29.81;31.65;32.52;30.35
1541.1;42.16;476.63;18.18;-27;-0.26;0;371.3;20.5;3;3;49.2;55;8;88;0.64;670.71;680;0;1;374;1.75;-0.5;-0.02;47;85;47;-0.22;20;21.86;45.6;46.55;45.78;25.8;25.08;15.08;16.39;16.02;3.13;2.55;8.12;7.34;15.61;16.81;29.81;31.65;32.52;30.36
1541.2;41.98;476.62;18.2;-26.56;-0.28;0;371.25;20.01;3;3;49.2;55;8;88;0.64;660.71;680;0;1;374;1.75;-0.5;-0.01;47;85;47;-0.23;20;21.88;45.59;46.54;45.77;25.8;25.08;15.09;16.4;16.02;3.14;2.53;8.1;7.36;15.62;16.81;29.81;31.65;32.52;30.37
1541.3;41.75;476.62;18.38;-25.88;-0.58;0;371.2;19.51;3;3;49.2;55;8;88;0.64;660;680;0;1;374;1.75;-0.5;0;47;85;47;-0.22;20;21.9;45.58;46.52;45.76;25.8;25.07;15.09;16.41;16.02;3.14;2.52;8.07;7.37;15.63;16.81;29.81;31.65;32.52;30.38
1541.4;41.44;476.62;18.95;-26.06;-0.58;0;371;18.51;3;3;49.2;55;8;88;0.64;660;680;0;1;374;1.75;-0.5;0.01;47;85;47;-0.22;20;21.91;45.58;46.5;45.75;25.8;25.06;15.1;16.42;16.02;3.15;2.5;8.04;7.39;15.63;16.81;29.81;31.65;32.52;30.39
1541.5;41.22;476.61;19.75;-24.94;-0.5;0;370.8;17.51;3;3;49.2;55;8;88;0.64;669.29;680;0;1;373.54;1.75;-0.5;0.02;47;85;47;-0.21;20;21.93;45.57;46.48;45.74;25.8;25.05;15.11;16.43;16.02;3.16;2.48;8.02;7.41;15.64;16.81;29.81;31.65;32.52;30.39
1541.6;41.05;476.61;20.05;-23.06;-0.66;0;370.65;16.22;3;3;49.2;55;8;88;0.64;679.29;660.92;0;1;373.04;1.75;-0.5;0.03;47;85;47;-0.2;20;21.95;45.56;46.47;45.73;25.8;25.04;15.12;16.44;16.02;3.17;2.46;7.99;7.43;15.65;16.81;29.81;31.65;32.52;30.4
1541.7;40.88;476.61;20.55;-22.06;-0.65;0;370.5;14.92;3;3;49.2;55;8;88;0.64;670.71;640.92;0;1;373;1.75;-0.5;0.04;47;85;47;-0.19;20;21.96;45.55;46.45;45.72;25.8;25.03;15.13;16.45;16.02;3.18;2.45;7.96;7.44;15.66;16.81;29.81;31.65;32.52;30.41
1541.8;40.62;476.6;20.83;-21.06;-0.56;0;370.3;14.21;3;3;49.2;55;8;88;0.64;660.71;640;0;1;373;1.75;-0.5;0.05;47;85;47;-0.19;20;21.98;45.54;46.43;45.72;25.8;25.02;15.14;16.46;16.02;3.19;2.43;7.94;7.46;15.67;16.81;29.81;31.65;32.52;30.42
1541.9;40.43;476.6;21.28;-19.56;-0.66;0;370.1;13.51;3;3;49.2;55;8;88;0.64;641.43;640;0;1;373;1.75;-0.5;0.05;47;85;47;-0.18;20;22;45.53;46.41;45.71;25.8;25.01;15.15;16.45;16.02;3.19;2.41;7.91;7.47;15.67;16.81;29.81;31.65;32.52;30.42
1542;40.26;476.6;22.04;-19.5;-0.51;0;369.9;11.97;3;3;49.2;55;8;88;0.64;621.43;640;0;1;373;1.75;-0.5;0.05;47;85;47;-0.17;20;22;45.52;46.4;45.7;25.8;25.01;15.15;16.44;16.02;3.18;2.39;7.89;7.47;15.66;16.81;29.82;31.64;32.52;30.41
1542.1;40.07;476.59;23.3;-18;-0.5;0;369.7;10.42;3;3;49.2;55;8;88;0.64;629.24;640;0;1;372.54;1.75;-0.5;0.05;47;85;47;-0.16;20;22;45.52;46.4;45.68;25.8;25.01;15.15;16.44;16.01;3.17;2.38;7.87;7.47;15.65;16.81;29.83;31.63;32.52;30.4
1542.2;39.93;476.59;24.1;-14.62;-0.55;0;369.31;8.52;3;3;49.2;55;8;88;0.64;639.19;640;0;1;372.04;1.75;-0.5;0.05;47;85;47;-0.16;20;22;45.52;46.4;45.66;25.8;25.01;15.15;16.43;16;3.16;2.36;7.86;7.47;15.64;16.81;29.84;31.62;32.52;30.39
1542.3;39.78;476.59;25.01;-12.56;-0.43;0;368.91;6.62;3;3;49.2;55;8;88;0.64;640;640;0;1;372;1.75;-0.5;0.05;47;85;47;-0.16;20;22;45.52;46.4;45.65;25.8;25.01;15.15;16.42;15.99;3.15;2.34;7.84;7.47;15.63;16.81;29.85;31.61;32.52;30.38
1542.4;39.7;476.58;25.95;-10.06;-0.35;0;368.6;4.63;3;3;49.2;55;8;88;0.64;640;640;0;1;372;1.75;-0.5;0.05;47;85;47;-0.17;20;22;45.52;46.4;45.63;25.8;25.01;15.15;16.41;15.98;3.14;2.32;7.82;7.47;15.62;16.81;29.85;31.6;32.52;30.38
1542.5;39.56;476.58;27.05;-8.56;-0.28;0;368.3;2.63;3;3;49.2;55;8;88;0.64;640;640;0;1;371.08;1.75;-0.5;0.05;47;85;47;-0.17;20;22;45.52;46.4;45.61;25.8;25.01;15.15;16.4;15.97;3.13;2.31;7.8;7.47;15.62;16.81;29.86;31.6;32.52;30.37
1542.6;39.48;476.58;27.98;-5.12;-0.22;0;367.86;0.72;3;3;49.2;55;8;88;0.64;640;640;0;1;370.08;1.75;-0.5;0.05;47;85;47;-0.18;20;22;45.52;46.4;45.59;25.8;25.01;15.15;16.39;15.96;3.13;2.29;7.79;7.47;15.61;16.81;29.87;31.59;32.52;30.36
1542.7;39.37;476.57;29.08;-3.06;-0.23;0;367.41;-1.18;3;3;49.2;55;8;88;0.64;640;640;0;1;370;1.75;-0.5;0.05;47;85;47;-0.19;20;22;45.52;46.4;45.58;25.8;25.01;15.15;16.38;15.95;3.12;2.27;7.77;7.47;15.6;16.81;29.88;31.58;32.52;30.35
1542.8;39.36;476.57;29.98;-1.06;-0.3;0;367.25;-2.14;3;3;49.2;55;8;88;0.64;640;640;0;1;370;1.75;-0.5;0.05;47;85;47;-0.2;20;22;45.52;46.4;45.56;25.8;25.01;15.15;16.38;15.95;3.11;2.25;7.75;7.47;15.59;16.81;29.89;31.57;32.52;30.34
1542.9;39.25;476.57;30.6;-0.19;-0.29;0;367.1;-3.09;3;3;49.2;55;8;88;0.64;640;640;0;1;370;1.75;-0.5;0.05;47;85;47;-0.2;20;22;45.52;46.4;45.54;25.79;25.01;15.15;16.37;15.94;3.1;2.24;7.74;7.47;15.59;16.8;29.9;31.56;32.52;30.33
1543;39.18;476.56;30.93;0;-0.32;0;367;-3.2;3;3;49.2;55;8;88;0.64;640;640;0;1;370;1.75;-0.5;0.05;47;85;47;-0.21;20;22;45.52;46.4;45.52;25.78;25.02;15.15;16.37;15.94;3.1;2.23;7.72;7.47;15.59;16.79;29.89;31.56;32.51;30.32
1543.1;39.18;476.56;31.1;0;-0.26;0;366.9;-3.3;3;3;49.2;55;8;88;0.64;640;640;0;1;370;1.75;-0.5;0.05;47;85;47;-0.22;20;22;45.52;46.4;45.52;25.78;25.03;15.15;16.37;15.95;3.1;2.23;7.72;7.47;15.59;16.79;29.87;31.56;32.5;30.31
1543.2;39.12;476.56;31.12;0;-0.2;0;366.9;-3.65;3;3;49.2;55;8;88;0.64;640;640;0;1;370;1.75;-0.5;0.05;47;85;47;-0.23;20;22;45.52;46.4;45.52;25.77;25.04;15.15;16.37;15.96;3.1;2.23;7.71;7.47;15.59;16.78;29.85;31.56;32.49;30.31
1543.3;39.13;476.55;31.12;0;-0.21;0;366.9;-4;3;3;49.2;55;8;88;0.64;640;640;0;1;369.54;1.75;-0.5;0.05;47;85;47;-0.23;20;22;45.52;46.4;45.52;25.76;25.04;15.15;16.37;15.97;3.1;2.23;7.7;7.47;15.59;16.77;29.83;31.56;32.49;30.3
1543.4;39.07;476.55;31.25;0;-0.16;0;366.85;-3.85;3;3;49.2;55;8;88;0.64;640;640;0;1;369.04;1.75;-0.5;0.05;47;85;47;-0.23;20;22;45.52;46.4;45.52;25.75;25.05;15.15;16.37;15.98;3.1;2.23;7.69;7.47;15.59;16.76;29.82;31.56;32.48;30.29
1543.5;39.03;476.55;31.25;0;-0.18;0;366.8;-3.7;3;3;49.2;55;8;88;0.64;640;640;0;1;369;1.75;-0.5;0.05;47;85;47;-0.23;20;22;45.52;46.4;45.52;25.74;25.06;15.15;16.37;15.99;3.1;2.23;7.68;7.47;15.59;16.75;29.8;31.56;32.47;30.28
1543.6;38.94;476.54;31.83;0;-0.18;0;366.8;-4.14;3;3;49.2;55;8;88;0.64;640;640;0;1;369;1.75;-0.5;0.05;47;85;47;-0.23;20;22;45.52;46.4;45.52;25.73;25.07;15.15;16.37;15.99;3.1;2.23;7.67;7.47;15.59;16.74;29.78;31.56;32.46;30.27
1543.7;38.94;476.54;32.18;0.88;-0.11;0;366.8;-4.59;3;3;49.2;55;8;88;0.64;640;640;0;1;369;1.75;-0.5;0.05;47;85;47;-0.23;20;22;45.52;46.4;45.52;25.72;25.08;15.15;16.37;16;3.1;2.23;7.66;7.47;15.59;16.73;29.76;31.56;32.45;30.26
1543.8;38.85;476.54;32.3;1.44;-0.1;0;366.7;-4.75;3;3;49.2;55;8;88;0.64;640;640;0;1;369;1.75;-0.5;0.05;47;85;47;-0.23;20;22;45.52;46.4;45.52;25.71;25.09;15.15;16.37;16.01;3.1;2.23;7.65;7.47;15.59;16.72;29.75;31.56;32.44;30.25
1543.9;38.8;476.53;32.45;2;-0.15;0;366.6;-4.9;3;3;49.2;55;8;88;0.64;640;640;0;1;369;1.75;-0.5;0.05;47;85;47;-0.23;20;22;45.52;46.4;45.52;25.71;25.1;15.15;16.37;16.02;3.1;2.23;7.65;7.47;15.61;16.72;29.73;31.56;32.43;30.25
1544;38.82;476.53;32.63;2.44;-0.12;0;366.5;-5.84;3;3;49.2;55;8;88;0.64;640;640;0;1;369;1.75;-0.5;0.05;47;85;47;-0.23;20;22;45.52;46.4;45.52;25.7;25.1;15.14;16.37;16.02;3.1;2.23;7.63;7.47;15.64;16.72;29.73;31.56;32.43;30.25
1544.1;38.77;476.53;32.63;2.5;-0.09;0;366.4;-6.79;3;3;49.2;55;8;88;0.64;640;640;0;1;369;1.75;-0.5;0.05;47;85;47;-0.23;20;22;45.51;46.39;45.5;25.69;25.1;15.13;16.37;16.02;3.1;2.22;7.61;7.47;15.68;16.72;29.74;31.56;32.43;30.25
1544.2;38.73;476.52;32.8;2.5;-0.11;0;366.4;-6.45;3;3;49.2;55;8;88;0.64;640;640;0;1;369;1.75;-0.5;0.05;47;85;47;-0.23;20;22;45.51;46.38;45.47;25.68;25.1;15.13;16.37;16.02;3.1;2.21;7.6;7.47;15.71;16.72;29.75;31.56;32.43;30.25
1544.3;38.77;476.52;32.95;2.5;-0.1;0;366.4;-6.1;3;3;49.2;55;8;88;0.64;640;640;0;1;369;1.75;-0.5;0.05;47;85;47;-0.22;20;22;45.5;46.37;45.44;25.67;25.1;15.12;16.37;16.02;3.1;2.2;7.58;7.47;15.75;16.72;29.76;31.56;32.43;30.25
1544.4;38.73;476.52;33.25;2.94;-0.1;0;366.35;-6.69;3;3;49.2;55;8;88;0.64;640;640;0;1;369;1.75;-0.5;0.05;47;85;47;-0.22;20;22;45.49;46.36;45.42;25.66;25.1;15.11;16.37;16.02;3.1;2.19;7.56;7.47;15.78;16.72;29.77;31.56;32.43;30.25
1544.5;38.74;476.51;33.85;3.88;-0.11;0;366.3;-7.29;3;3;49.2;55;8;88;0.64;640;640;0;1;369;1.75;-0.5;0.05;47;85;47;-0.21;20;22;45.48;46.35;45.39;25.65;25.1;15.1;16.37;16.02;3.1;2.18;7.54;7.47;15.82;16.72;29.78;31.56;32.43;30.25
1544.6;38.63;476.51;34.78;4.38;-0.08;0;366.1;-7.89;3;3;49.2;55;8;88;0.64;640;640;0;1;369;1.75;-0.5;0.05;47;85;47;-0.2;20;22;45.47;46.34;45.37;25.64;25.1;15.09;16.37;16.02;3.1;2.17;7.53;7.47;15.85;16.72;29.78;31.56;32.43;30.25
1544.7;38.65;476.51;35.58;5.94;-0.04;0;365.9;-8.49;3;3;49.2;55;8;88;0.64;630.83;640;0;1;368.54;1.75;-0.5;0.05;47;85;47;-0.19;20;22;45.46;46.34;45.34;25.64;25.1;15.08;16.37;16.02;3.1;2.16;7.51;7.47;15.89;16.72;29.79;31.56;32.43;30.25
1544.8;38.68;476.5;36.03;6.44;-0.01;0;365.75;-9.73;3;3;49.2;55;8;88;0.64;620.83;640;0;1;368.04;1.75;-0.5;0.05;47;85;47;-0.19;20;22;45.45;46.33;45.31;25.63;25.1;15.07;16.37;16.02;3.1;2.16;7.49;7.47;15.92;16.72;29.8;31.56;32.43;30.25
1544.9;38.59;476.5;36.35;7.94;0.11;0;365.6;-10.98;3;3;49.2;55;8;88;0.64;629.17;640;0;1;368;1.75;-0.5;0.05;47;85;47;-0.18;20;22;45.44;46.32;45.29;25.62;25.1;15.06;16.37;16.02;3.1;2.15;7.47;7.46;15.95;16.72;29.81;31.56;32.43;30.25
1545;38.64;476.5;36.8;8;0.03;0;365.45;-11.59;3;3;49.2;55;8;88;0.64;639.16;640;0;1;368;1.75;-0.5;0.05;47;85;47;-0.17;20;22;45.44;46.31;45.26;25.61;25.1;15.06;16.37;16.02;3.1;2.14;7.47;7.45;15.98;16.72;29.81;31.56;32.42;30.25
1545.1;38.62;476.49;37.43;9.44;-0.05;0;365.3;-12.19;3;3;49.2;55;8;88;0.64;640;640;0;1;368;1.75;-0.5;0.05;47;85;47;-0.16;20;22;45.43;46.32;45.26;25.6;25.1;15.06;16.37;16.01;3.1;2.13;7.47;7.45;16;16.72;29.8;31.56;32.42;30.25
1545.2;38.58;476.49;38.33;10.06;-0.04;0;365.2;-13.09;3;3;49.2;55;8;88;0.64;640;640;0;1;368;1.75;-0.5;0.05;47;85;47;-0.16;20;22;45.42;46.33;45.26;25.59;25.1;15.06;16.37;16;3.1;2.12;7.47;7.44;16.03;16.72;29.79;31.56;32.41;30.25
1545.3;38.64;476.49;39.13;10.5;0.01;0;365.1;-13.99;3;3;49.2;55;8;88;0.64;640;640;0;1;368;1.75;-0.5;0.05;47;85;47;-0.16;20;22;45.41;46.34;45.26;25.58;25.1;15.06;16.37;15.99;3.1;2.11;7.47;7.43;16.05;16.72;29.78;31.56;32.4;30.25
1545.4;38.7;476.48;39.88;11.44;0.01;0;364.85;-14.69;3;3;49.2;55;8;88;0.64;640;640;0;1;368;1.75;-0.5;0.05;47;85;47;-0.18;20;22;45.4;46.34;45.26;25.57;25.1;15.06;16.37;15.98;3.1;2.1;7.47;7.42;16.08;16.72;29.77;31.56;32.39;30.25
1545.5;38.74;476.48;40.53;12.62;-0.08;0;364.6;-15.39;3;3;49.2;55;8;88;0.64;640;640;0;1;367.54;1.75;-0.5;0.05;47;85;47;-0.19;20;22;45.39;46.35;45.26;25.57;25.1;15.06;16.37;15.97;3.1;2.09;7.47;7.41;16.11;16.72;29.76;31.56;32.38;30.25
1545.6;38.71;476.48;40.83;14.38;-0.07;0;364.4;-16.68;3;3;49.2;55;8;88;0.64;640;640;0;1;367.04;1.75;-0.5;0.05;47;85;47;-0.21;20;22;45.38;46.36;45.26;25.56;25.1;15.06;16.37;15.96;3.1;2.09;7.47;7.4;16.13;16.72;29.75;31.56;32.37;30.25
1545.7;38.77;476.47;41.15;15.5;0.13;0;364.2;-17.98;3;3;49.2;55;8;88;0.64;640;640;0;1;367;1.75;-0.5;0.05;47;85;47;-0.22;20;22;45.37;46.37;45.26;25.55;25.1;15.06;16.37;15.95;3.1;2.08;7.47;7.39;16.16;16.72;29.75;31.56;32.36;30.25
1545.8;38.85;476.47;42.06;16;0.09;0;364.1;-18.2;3;3;49.2;55;8;88;0.64;640;640;0;1;367;1.75;-0.5;0.05;47;85;47;-0.24;20;22;45.37;46.38;45.26;25.54;25.1;15.06;16.37;15.95;3.1;2.07;7.47;7.39;16.19;16.72;29.74;31.56;32.35;30.25
