Time [s];Velocity [km/h];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Ambient Temperature [°C];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C]
1755.3;31.68;527;10.93;-51.01;-1.07;0;382.23;29.5;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1755.4;31.3;527;10.93;-51.49;-1.06;0;382.2;28.99;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1755.5;30.88;527;10.93;-51.5;-1.14;0;382.2;28.74;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1755.6;30.47;527;11.08;-51.5;-1.09;0;382.18;28.41;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1755.7;30.06;527;10.93;-50.5;-0.95;0;382.13;27.96;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1755.8;29.71;527;11.24;-51;-1.11;0;382.08;27.43;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1755.9;29.42;527;11.4;-50.52;-1.12;0;382.03;26.78;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1756;28.97;527;11.53;-50;-1.06;0;381.98;26.06;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1756.1;28.67;527;11.52;-49.98;-1.01;0;381.93;25.26;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1756.2;28.32;527;12.31;-48.98;-1.04;0;381.84;23.89;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1756.3;27.89;527;14.16;-47.06;-0.97;0;381.69;21.74;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1756.4;27.62;527;14.94;-41.04;-0.91;0;381.54;19.76;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1756.5;27.31;527;15.59;-37.02;-0.87;0;381.39;18.01;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1756.6;27.08;527;16.19;-36.5;-0.83;0;381.26;16.37;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1756.7;26.83;527;17.24;-34.05;-0.86;0;381.16;14.87;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1756.8;26.59;527;19.74;-29.65;-0.63;0;380.99;12.69;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1756.9;26.38;527;20.57;-23.23;-0.44;0;380.74;9.59;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1757;26.2;527;20.81;-19.5;-0.53;0;380.58;7.8;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1757.1;26.03;527;21.89;-21;-0.54;0;380.53;7.8;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1757.2;25.89;527;23.31;-19.5;-0.36;0;380.46;7.1;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1757.3;25.79;527;23.78;-14.64;-0.32;0;380.36;5.45;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1757.4;25.66;527;23.93;-13.57;-0.37;0;380.28;4.48;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1757.5;25.53;527;24.35;-13.93;-0.39;0;380.23;4.43;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1757.6;25.46;527;25.32;-13.5;-0.39;0;380.16;3.74;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1757.7;25.38;527;26.25;-9.71;-0.33;0;380.06;2.19;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1757.8;25.27;527;25.86;-7.5;-0.23;0;380.02;1.57;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1757.9;25.21;527;25.35;-7.9;-0.24;0;380.07;2.23;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1758;25.14;527;25.31;-10;-0.37;0;380.1;2.58;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1758.1;25.01;527;25.5;-9.19;-0.27;0;380.1;2.53;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1758.2;24.93;527;25.65;-9.5;-0.31;0;380.08;2.5;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1758.3;24.88;527;25.38;-8.6;-0.3;0;380.03;2.5;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1758.4;24.77;527;25.5;-9.5;-0.26;0;380;2.39;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1758.5;24.66;527;25.94;-9.9;-0.2;0;380;2.14;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1758.6;24.59;527;28.56;-8.6;-0.33;0;379.92;1.07;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1758.7;24.52;527;30.96;-4.29;-0.21;0;379.72;-1.13;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1758.8;24.49;527;30.63;0.69;-0.06;0;379.6;-2.48;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1758.9;24.47;527;31.04;1.35;-0.03;0;379.6;-2.68;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1759;24.48;527;31.75;1;-0.04;0;379.58;-2.91;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1759.1;24.5;527;32.48;1.66;-0.03;0;379.53;-3.16;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1759.2;24.46;527;33.61;2.16;0.07;0;379.44;-4.17;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1759.3;24.49;527;33.93;4.83;0.09;0;379.29;-6.22;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1759.4;24.52;527;32.71;8.13;0.05;0;379.22;-7;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1759.5;24.59;527;28.38;5.8;0.02;0;379.27;-6.05;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1759.6;24.57;527;24.47;4.7;0.04;0;379.36;-4.82;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1759.7;24.61;527;22.68;3.2;0.01;0;379.51;-3.22;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1759.8;24.61;527;18.57;-0.91;-0.26;0;379.73;-0.73;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1759.9;24.54;527;15.65;-8.72;-0.34;0;380.03;2.97;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1760;24.48;527;14.62;-15.8;-0.46;0;380.31;6.52;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1760.1;24.31;527;10.86;-21.11;-0.52;0;380.56;9.87;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1760.2;24.13;527;11.38;-33.72;-0.71;0;380.85;13.34;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1760.3;23.78;527;15.24;-46.98;-0.97;0;381.2;16.99;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1760.4;23.48;527;20.33;-44.79;-0.85;0;381.19;16.44;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1760.5;23.24;527;27.61;-28.12;-0.54;0;380.69;10.13;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1760.6;23.06;527;32.13;-17.13;-0.5;0;380.27;4.83;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1760.7;22.98;527;32.63;-7.39;-0.2;0;379.97;0.88;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1760.8;22.91;527;32.12;0;-0.06;0;379.76;-1.72;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1760.9;22.9;527;30.32;1;-0.02;0;379.66;-2.47;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1761;22.91;527;26.69;0.59;-0.1;0;379.68;-1.88;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1761.1;22.91;527;23.56;-2.4;-0.27;0;379.88;0.52;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1761.2;22.88;527;20.06;-11.3;-0.32;0;380.02;2.24;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1761.3;22.8;527;13.99;-11;-0.36;0;380.07;3.04;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1761.4;22.66;527;8.77;-15.31;-0.41;0;380.29;5.76;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1761.5;22.5;527;8.58;-27.42;-0.64;0;380.74;11.11;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1761.6;22.27;527;8.53;-41.97;-0.94;0;381.17;16.02;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1761.7;21.88;527;8.43;-54.97;-1.21;0;381.57;20.32;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1761.8;21.43;527;8.58;-62.47;-1.25;1;381.76;22.23;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1761.9;21.04;527;9.47;-59.77;-1.17;1;381.66;20.88;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1762;20.64;527;13.52;-56.42;-1.19;1;381.45;18.22;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1762.1;20.27;527;20.34;-45.31;-0.94;1;381.1;13.77;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1762.2;20;527;28.3;-32.9;-0.71;1;380.75;9.46;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1762.3;19.83;527;32.29;-21.6;-0.48;1;380.4;5.37;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1762.4;19.7;527;34.71;-13.1;-0.3;1;380.09;1.82;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1762.5;19.65;527;36.24;-2.76;-0.1;0;379.84;-0.98;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1762.6;19.63;527;37.95;0;-0.08;0;379.7;-2.73;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1762.7;19.66;527;39.17;0.24;-0.1;0;379.7;-3.03;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1762.8;19.64;527;40.08;2.08;-0.08;0;379.57;-4.74;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1762.9;19.66;527;41.22;5.56;0.18;0;379.27;-8.4;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1763;19.77;527;43.07;17.58;0.24;0;378.93;-12.49;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1763.1;19.93;527;44.77;25.32;0.42;0;378.53;-17.19;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1763.2;20.15;527;44.75;38.63;0.72;0;378.05;-22.74;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1763.3;20.49;527;44.43;55.29;0.99;0;377.45;-29.44;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1763.4;20.9;527;44.1;64.24;1.06;0;377.02;-34.04;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1763.5;21.33;527;43.95;67.16;1.15;0;376.82;-35.78;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1763.6;21.73;527;43.78;68.89;1.18;0;376.66;-37.2;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1763.7;22.18;527;43.64;69.06;1.09;0;376.56;-38.15;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1763.8;22.65;527;43.35;69.94;1.01;0;376.48;-38.76;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1763.9;23.06;527;43.16;68.47;1.16;0;376.43;-38.91;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1764;23.48;527;42.58;67.53;1.1;0;376.4;-38.68;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1764.1;23.9;527;42.4;66.41;1.01;0;376.4;-37.93;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1764.2;24.32;527;42.58;63.44;0.79;0;376.42;-37.25;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1764.3;24.68;527;42.58;61.01;0.92;0;376.47;-36.65;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1764.4;25;527;42.58;59.49;0.97;0;376.5;-36.17;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1764.5;25.39;527;42.7;58.5;1.4;0;376.5;-35.88;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1764.6;25.7;527;42.58;57.01;0.9;0;376.5;-35.58;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1764.7;26.06;527;42.58;55.52;0.81;0;376.5;-35.28;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1764.8;26.44;527;42.4;54.5;0.84;0;376.52;-34.91;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1764.9;26.76;527;42.25;53.5;0.83;0;376.57;-34.46;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1765;27.04;527;41.93;51.5;0.84;0;376.62;-33.64;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1765.1;27.36;527;41.65;49.01;0.77;0;376.67;-32.29;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1765.2;27.64;527;41.33;46.51;0.72;0;376.76;-30.94;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1765.3;27.91;527;40.68;44.04;0.71;0;376.91;-29.59;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1765.4;28.21;527;39.32;41.02;0.6;0;377.06;-27.97;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1765.5;28.39;527;38.68;37.52;0.54;0;377.21;-25.97;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1765.6;28.6;527;37.77;35.02;0.47;0;377.36;-23.85;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1765.7;28.81;527;36.67;30.58;0.36;0;377.51;-21.55;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1765.8;28.93;527;34.82;27;0.28;0;377.68;-19.26;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1765.9;29.05;527;33.55;23.54;0.29;0;377.88;-16.97;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1766;29.2;527;33.11;20;0.21;0;378.06;-14.9;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1766.1;29.27;527;31.12;16.06;0.18;0;378.21;-13.15;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1766.2;29.33;527;29.38;14.02;0.13;0;378.38;-11.34;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1766.3;29.32;527;29.38;11.52;0.08;0;378.58;-9.44;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1766.4;29.38;527;29.38;8.02;0.04;0;378.74;-7.92;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1766.5;29.41;527;29.38;5.54;-0.01;0;378.84;-6.97;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1766.6;29.34;527;29.37;5.46;0.02;0;378.9;-6.18;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1766.7;29.31;527;29.51;4.54;0.02;0;378.9;-5.63;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1766.8;29.3;527;29.68;3.57;0;0;378.94;-4.96;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1766.9;29.27;527;29.5;2.5;-0.15;0;379.04;-4.11;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1767;29.21;527;29.38;1.43;-0.06;0;379.12;-3.4;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1767.1;29.17;527;29.38;0.43;-0.09;0;379.17;-2.9;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1767.2;29.14;527;29.68;0;-0.01;0;379.2;-2.6;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1767.3;29.07;527;30.58;-2;-0.1;0;379.2;-2.6;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1767.4;29.04;527;33.31;0;-0.1;0;379.16;-3.18;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1767.5;28.99;527;35.53;1.5;-0.1;0;379.06;-4.63;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1767.6;28.96;527;37.43;3.79;0.05;0;378.96;-5.98;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1767.7;28.96;527;37.45;10.43;0.11;0;378.86;-7.18;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1767.8;28.98;527;37.32;7.93;0.05;0;378.78;-8.24;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1767.9;28.97;527;37.3;8;0.02;0;378.73;-9.09;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1768;28.97;527;37.3;10.43;0.01;0;378.68;-9.8;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1768.1;28.99;527;37.3;10.5;0.07;0;378.63;-10.3;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1768.2;29.02;527;37.3;11.91;0.17;0;378.56;-10.9;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1768.3;29.04;527;37.45;13.09;0.19;0;378.46;-11.65;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1768.4;29.09;527;37.87;14;0.16;0;378.38;-12.32;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1768.5;29.13;527;37.78;14.81;0.2;0;378.33;-12.87;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1768.6;29.2;527;37.9;15.91;0.21;0;378.3;-13.18;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1768.7;29.26;527;37.87;16.09;0.11;0;378.3;-13.13;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1768.8;29.35;527;37.75;15.5;0.12;0;378.3;-13.08;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1768.9;29.38;527;37.86;15.36;0.12;0;378.3;-13.03;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1769;29.46;527;38.08;15.5;0.1;0;378.28;-13.2;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1769.1;29.5;527;39.1;15.64;0.06;0;378.23;-13.7;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1769.2;29.55;527;39.3;16.81;0.25;0;378.18;-14.32;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1769.3;29.62;527;39.75;17.31;0.19;0;378.13;-15.12;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1769.4;29.64;527;39.75;18.81;0.26;0;378.08;-15.74;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1769.5;29.73;527;39.85;19.56;0.15;0;378.03;-16.09;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1769.6;29.82;527;39.93;19.94;0.11;0;378;-16.2;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1769.7;29.93;527;39.85;20;0.19;0;378;-15.95;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1769.8;29.98;527;39.75;19.5;0.26;0;378;-15.76;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1769.9;30.07;527;39.75;19.5;0.35;0;378;-15.66;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1770;30.13;527;39.6;19;0.37;0;378;-15.56;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1770.1;30.25;527;39.6;18.76;0.17;0;378;-15.46;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1770.2;30.34;527;39.48;18.5;0.1;0;378.02;-15.38;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1770.3;30.46;527;39.48;18.5;0.09;0;378.07;-15.33;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1770.4;30.55;527;39.48;18;0.15;0;378.1;-15.28;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1770.5;30.58;527;39.48;18.26;0.2;0;378.1;-15.23;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1770.6;30.68;527;39.48;18;0.18;0;378.1;-15.2;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1770.7;30.82;527;39.48;18;0.22;0;378.1;-15.2;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1770.8;30.89;527;39.39;17.75;0.25;0;378.1;-15.14;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1770.9;30.97;527;38.92;18.26;0.25;0;378.1;-14.99;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1771;30.98;527;38.16;17.04;0.11;0;378.12;-14.56;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1771.1;31.03;527;36.99;16.27;0.15;0;378.17;-13.71;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1771.2;31.11;527;35.52;14.54;0.02;0;378.24;-12.84;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1771.3;31.19;527;34.29;13.19;0.05;0;378.34;-11.94;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1771.4;31.32;527;32.01;11.5;0.15;0;378.42;-11.02;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1771.5;31.38;527;30.78;11.64;0.1;0;378.47;-10.07;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1771.6;31.4;527;30.73;9;0.03;0;378.54;-9.18;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1771.7;31.51;527;30.45;7.34;0.09;0;378.64;-8.38;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1771.8;31.52;527;30.12;7;0.01;0;378.72;-7.52;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1771.9;31.49;527;30.12;7.53;0;0;378.77;-6.57;20;21;64.3;70;8;89.5;0;0;0.36;0;23.5;5;22.5
1772;31.43;527;30.12;3.81;-0.02;0;378.82;-5.72;20;21;64.3;70;8;89.5;0;0;0.38;0;23.5;5;22.5
1772.1;31.52;527;29.68;3;-0.13;0;378.87;-5.02;20;21;64.3;70;8;89.5;0;0;0.4;0;23.5;5;22.5
1772.2;31.47;527;29.68;3;-0.14;0;378.94;-4.26;20;21;64.3;70;8;89.5;0;0;0.4;0;23.5;5;22.5
1772.3;31.52;527;29.68;1.88;-0.08;0;379.04;-3.41;20;21;64.3;70;8;89.5;0;0;0.4;0;23.5;5;22.5
1772.4;31.43;527;29.71;0.12;0.05;0;379.12;-2.74;20;21;64.3;70;8;89.5;0;0;0.4;0;23.5;5;22.5
1772.5;31.42;527;29.68;0;-0.06;0;379.17;-2.34;20;21;64.3;70;8;89.5;0;0;0.4;0;23.5;5;22.5
1772.6;31.36;527;29.68;-1.9;-0.17;0;379.2;-2.16;20;21;64.3;70;8;89.5;0;0;0.4;0;23.5;5;22.5
1772.7;31.31;527;29.53;0;-0.08;0;379.2;-2.31;20;21;64.3;70;8;89.5;0;0;0.4;0;23.5;5;22.5
1772.8;31.31;527;29.55;0;-0.11;0;379.2;-2.36;20;21;64.3;70;8;89.5;0;0;0.4;0;23.5;5;22.5
1772.9;31.23;527;29.53;0;-0.13;0;379.2;-2.26;20;21;64.3;70;8;89.5;0;0;0.4;0;23.5;5;22.5
1773;31.21;527;29.08;0;-0.05;0;379.22;-2.08;20;21;64.3;70;8;89.5;0;0;0.4;0;23.5;5;22.5
1773.1;31.13;527;28.6;-0.32;0;0;379.27;-1.78;20;21;64.3;70;8;89.5;0;0;0.4;0;23.5;5;22.5
1773.2;31.07;527;28.6;-2.08;-0.11;0;379.3;-1.5;20;21;64.3;70;8;89.5;0;0;0.4;0;23.5;5;22.5
1773.3;31.04;527;28.45;-2.08;-0.16;0;379.3;-1.25;20;21;64.3;70;8;89.5;0;0;0.4;0;23.5;5;22.5
1773.4;31.06;527;28.11;-2.92;-0.06;0;379.32;-0.74;20;21;64.3;70;8;89.5;0;0;0.4;0;23.5;5;22.5
1773.5;30.95;527;27.18;-3.08;-0.1;0;379.37;0.16;20;21;64.3;70;8;89.5;0;0;0.4;0;23.5;5;22.5
1773.6;30.92;527;26.72;-5.16;-0.16;0;379.44;1;20;21;64.3;70;8;89.5;0;0;0.4;0;23.5;5;22.5
1773.7;30.83;527;26.4;-6.92;-0.2;0;379.54;1.75;20;21;64.3;70;8;89.5;0;0;0.4;0;23.5;5;22.5
1773.8;30.74;527;25.83;-6.58;-0.25;0;379.62;2.5;20;21;64.3;70;8;89.5;0;0;0.4;0;23.5;5;22.5
1773.9;30.65;527;25.5;-8;-0.28;0;379.67;3.25;20;21;64.3;70;8;89.5;0;0;0.4;0;23.5;5;22.5
1774;30.55;527;24.17;-9.94;-0.3;0;379.74;4.02;20;21;64.3;70;8;89.5;0;0;0.4;0;23.5;5;22.5
1774.1;30.48;527;21.12;-11.44;-0.23;0;379.84;4.82;20;21;64.3;70;8;89.5;0;0;0.4;0;23.5;5;22.5
1774.2;30.36;527;20.7;-13.06;-0.28;0;379.96;6.06;20;21;64.3;70;8;89.5;0;0;0.4;0;23.5;5;22.5
1774.3;30.22;527;20.83;-15.61;-0.46;0;380.11;7.96;20;21;64.3;70;8;89.5;0;0;0.4;0;23.5;5;22.5
1774.4;30.07;527;20.7;-19.56;-0.54;0;380.24;9.42;20;21;64.3;70;8;89.5;0;0;0.4;0;23.5;5;22.5
1774.5;29.86;527;20.36;-21.44;-0.55;0;380.34;10.22;20;21;64.3;70;8;89.5;0;0;0.4;0;23.5;5;22.5
1774.6;29.68;527;19.89;-22;-0.52;0;380.42;10.98;20;21;64.3;70;8;89.5;0;0;0.4;0;23.5;5;22.5
1774.7;29.5;527;19.11;-24;-0.6;0;380.47;11.68;20;21;64.3;70;8;89.5;0;0;0.4;0;23.5;5;22.5
1774.8;29.29;527;18.04;-25;-0.67;0;380.56;12.72;20;21;64.3;70;8;89.5;0;0;0.4;0;23.5;5;22.5
1774.9;29.06;527;16.96;-28.06;-0.7;0;380.71;14.27;20;21;64.3;70;8;89.5;0;0;0.4;0;23.5;5;22.5
